# time translation_x translation_y translation_z quaternion_w quaternion_x quaternion_y quaternion_z
2.625000 0 0.034057348967 0 1 0 0 0
2.666667 0 0.034057348967 0 1 0 0 0
2.708333 0 0.034057348967 0 1 0 0 0
2.750000 0 0.034057348967 0 1 0 0 0
2.791667 0 0.034057348967 0 1 0 0 0
2.833333 0 0.034057348967 0 1 0 0 0
2.875000 0 0.034057348967 0 1 0 0 0
2.916667 0 0.034057348967 0 1 0 0 0
2.958333 0 0.034057348967 0 1 0 0 0
3.000000 0 0.034057348967 0 1 0 0 0
3.041667 0 0.034057348967 0 1 0 0 0
3.083333 0 0.034057348967 0 1 0 0 0
3.125000 0 0.034057348967 0 1 0 0 0
3.166667 0 0.034057348967 0 1 0 0 0
3.208333 0 0.034057348967 0 1 0 0 0
3.250000 0 0.034057348967 0 1 0 0 0
3.291667 0 0.034057348967 0 1 0 0 0
3.333333 0 0.034057348967 0 1 0 0 0
3.375000 0 0.034057348967 0 1 0 0 0
3.416667 0 0.034057348967 0 1 0 0 0
3.458333 0 0.034057348967 0 1 0 0 0
3.500000 0 0.034057348967 0 1 0 0 0
3.541667 0 0.034057348967 0 1 0 0 0
3.583333 0 0.034057348967 0 1 0 0 0
3.625000 0 0.034057348967 0 1 0 0 0
3.666667 0 0.034057348967 0 1 0 0 0
3.708333 0 0.034057348967 0 1 0 0 0
3.750000 0 0.034057348967 0 1 0 0 0
3.791667 0 0.033742640167 0 1 0 0 0
3.833333 0 0.032793737948 0 1 0 0 0
3.875000 0 0.031205164269 0 1 0 0 0
3.916667 0 0.028974058107 0 1 0 0 0
3.958333 0 0.026100646704 0 1 0 0 0
4.000000 0 0.022588705644 0 1 0 0 0
4.041667 0 0.018446078524 0 1 0 0 0
4.083333 0 0.013685172424 0 1 0 0 0
4.125000 0 0.008323440328 0 1 0 0 0
4.166667 0 0.002383818384 0 1 0 0 0
4.208333 0 -0.004104893655 0 1 0 0 0
4.250000 0 -0.011107757688 0 1 0 0 0
4.291667 0 -0.018583614379 0 1 0 0 0
4.333333 0 -0.026485014707 0 1 0 0 0
4.375000 0 -0.034758538008 0 1 0 0 0
4.416667 0 -0.043345153332 0 1 0 0 0
4.458333 0 -0.052180904895 0 1 0 0 0
4.500000 0 -0.061197709292 0 1 0 0 0
4.541667 0 -0.070324413478 0 1 0 0 0
4.583333 0 -0.079487964511 0 1 0 0 0
4.625000 0 -0.088614679873 0 1 0 0 0
4.666667 0 -0.09763147682 0 1 0 0 0
4.708333 0 -0.106467224658 0 1 0 0 0
4.750000 0 -0.115053839982 0 1 0 0 0
4.791667 0 -0.123327389359 0 1 0 0 0
4.833333 0 -0.131228774786 0 1 0 0 0
4.875000 0 -0.138704627752 0 1 0 0 0
4.916667 0 -0.145707517862 0 1 0 0 0
4.958333 0 -0.152196213603 0 1 0 0 0
5.000000 0 -0.158135831356 0 1 0 0 0
5.041667 0 -0.163497537374 0 1 0 0 0
5.083333 0 -0.168258458376 0 1 0 0 0
5.125000 0 -0.172401100397 0 1 0 0 0
5.166667 0 -0.175913065672 0 1 0 0 0
5.208333 0 -0.17878639698 0 1 0 0 0
5.250000 0 -0.181017547846 0 1 0 0 0
5.291667 0 -0.182606101036 0 1 0 0 0
5.333333 0 -0.183555066586 0 1 0 0 0
5.375000 0 -0.183869734406 0 1 0 0 0
5.416667 0 -0.183869734406 0 1 0 0 0
5.458333 0 -0.183869734406 0 1 0 0 0
5.500000 0 -0.183869734406 0 1 0 0 0
5.541667 0 -0.183869734406 0 1 0 0 0
5.583333 0 -0.183869734406 0 1 0 0 0
5.625000 0 -0.183869734406 0 1 0 0 0
5.666667 0 -0.183869734406 0 1 0 0 0
5.708333 0 -0.183869734406 0 1 0 0 0
5.750000 0 -0.183869734406 0 1 0 0 0
5.791667 0 -0.183869734406 0 1 0 0 0
5.833333 0 -0.183869734406 0 1 0 0 0
5.875000 0 -0.183869734406 0 1 0 0 0
5.916667 0 -0.183869734406 0 1 0 0 0
5.958333 0 -0.183869734406 0 1 0 0 0
6.000000 0 -0.183869734406 0 1 0 0 0
6.041667 0 -0.183869734406 0 1 0 0 0
6.083333 0 -0.183869734406 0 1 0 0 0
6.125000 0 -0.183869734406 0 1 0 0 0
6.166667 0 -0.183869734406 0 1 0 0 0
6.208333 0 -0.183869734406 0 1 0 0 0
6.250000 0 -0.183869734406 0 1 0 0 0
6.291667 0 -0.183869734406 0 1 0 0 0
6.333333 0 -0.183869734406 0 1 0 0 0
6.375000 0 -0.183869734406 0 1 0 0 0
6.416667 0 -0.183869734406 0 1 0 0 0
6.458333 0 -0.183869734406 0 1 0 0 0
6.500000 0 -0.183869734406 0 1 0 0 0
6.541667 0 -0.183869734406 0 1 0 0 0
6.583333 0 -0.183869734406 0 1 0 0 0
6.625000 0 -0.183869734406 0 1 0 0 0
6.666667 0 -0.183869734406 0 1 0 0 0
6.708333 0 -0.183869734406 0 1 0 0 0
6.750000 0 -0.183869734406 0 1 0 0 0
6.791667 0 -0.183869734406 0 1 0 0 0
6.833333 0 -0.183869734406 0 1 0 0 0
6.875000 0 -0.183869734406 0 1 0 0 0
6.916667 0 -0.183869734406 0 1 0 0 0
6.958333 0 -0.183869734406 0 1 0 0 0
7.000000 0 -0.183869734406 0 1 0 0 0
7.041667 0 -0.183869734406 0 1 0 0 0
7.083333 0 -0.183869734406 0 1 0 0 0
7.125000 0 -0.183869734406 0 1 0 0 0
7.166667 0 -0.183869734406 0 1 0 0 0
7.208333 0 -0.183869734406 0 1 0 0 0
7.250000 0 -0.183869734406 0 1 0 0 0
7.291667 0 -0.183869734406 0 1 0 0 0
7.333333 0 -0.183869734406 0 1 0 0 0
7.375000 0 -0.183869734406 0 1 0 0 0
7.416667 0 -0.183869734406 0 1 0 0 0
7.458333 0 -0.183869734406 0 1 0 0 0
7.500000 0 -0.183869734406 0 1 0 0 0
7.541667 0 -0.183869734406 0 1 0 0 0
7.583333 0 -0.183869734406 0 1 0 0 0
7.625000 0 -0.183869734406 0 1 0 0 0
7.666667 0 -0.183869734406 0 1 0 0 0
7.708333 0 -0.183869734406 0 1 0 0 0
7.750000 0 -0.183869734406 0 1 0 0 0
7.791667 0 -0.183869734406 0 1 0 0 0
7.833333 0 -0.183869734406 0 1 0 0 0
7.875000 0 -0.183869734406 0 1 0 0 0
7.916667 0 -0.183869734406 0 1 0 0 0
7.958333 0 -0.183869734406 0 1 0 0 0
8.000000 0 -0.183869734406 0 1 0 0 0
8.041667 0 -0.183869734406 0 1 0 0 0
